ADLOADINGTIME	ACCOUNTID	CAMPAIGNID	CREATIVEID	PLACEMENTID	TIMESTAMP	PLATFORM	PLATFORMVERSION	EXTERNALADSERVER	EXTERNALCREATIVEID	EXTERNALPLACEMENTID	EXTERNALSITEID	EXTERNALSUPPLIERID	INTENDEDDEVICETYPE	ACTUALDEVICETYPE	SDK	HOSTWINDOWHEIGHT	HOSTWINDOWWIDTH	TOPMOSTREACHABLEWINDOWHEIGHT	TOPMOSTREACHABLEWINDOWWIDTH	DEVICEORIENTATION	NETWORKTYPE	CDNNAME	CREATIVETYPE	GEOIP_LNG	GEOIP_LAT	GEOIP_TIMEZONE	GEOIP_COUNTRY	GEOIP_REGION	GEOIP_CITY	GEOIP_AREACODE	GEOIP_METROCODE	GEOIP_DMACODE	UA_HARDWARETYPE	UA_DEVICETYPE	UA_MOBILEDEVICE	UA_PLATFORM	UA_PLATFORMVERSION	UA_VENDOR	UA_MODEL	UA_OS	UA_OSVERSION	UA_BROWSER	UA_BROWSERVERSION	UA_BROWSERRENDERINGENGINE	FILESJSON	ERRORSJSON
11.724	75552b6682f38994379b44da9e6667ce	301d3c9570ae9ad3fe469fcbccd71951	f64b61b37743695684384eb5154d2e15	4fac76a950cd96059c68ecf7b34ff027	1459518177	Android	6.0.1	149d62d213b2dfec327ac2dc3391d0d5	null	66143af4b7a0f88fe2a082356d88a60b	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	-224	0	-224	0	0	null	b	ExpandableBanner	-87.7037	41.9474	America/Chicago	United States	Illinois	Chicago	773	602	602	Mobile Phone	Phone	1	Android	6.0.1	Sprint	SM-G920P	Android	6.0.1	Samsung Browser	4.0	WebKit	[{"type":"image","size":19271},{"type":"image","size":2743},{"type":"image","size":3038},{"type":"image","size":4078},{"type":"image","size":2059},{"type":"image","size":153088}]	[]
2.54	75552b6682f38994379b44da9e6667ce	301d3c9570ae9ad3fe469fcbccd71951	f64b61b37743695684384eb5154d2e15	4fac76a950cd96059c68ecf7b34ff027	1459518220	Android	5.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	66143af4b7a0f88fe2a082356d88a60b	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	615	360	615	360	0	null	b	ExpandableBanner	-75.7497	39.6837	America/New_York	United States	Delaware	Newark	302	504	504	Mobile Phone	Phone	1	Android	5.1.1	AT&T	SM-G900A	Android	5.1.1	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":19271},{"type":"image","size":2743},{"type":"image","size":3038},{"type":"image","size":4078},{"type":"image","size":2059},{"type":"image","size":153088}]	[]
2.175	75552b6682f38994379b44da9e6667ce	301d3c9570ae9ad3fe469fcbccd71951	f64b61b37743695684384eb5154d2e15	4fac76a950cd96059c68ecf7b34ff027	1459518576	Android	5.0.1	149d62d213b2dfec327ac2dc3391d0d5	null	c22ab19a7a9e2e6bb9c7f561463604da	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	567	360	567	360	0	null	b	ExpandableBanner	-118.3908	34.18539	America/Los_Angeles	United States	California	North Hollywood	818	803	803	Mobile Phone	Phone	1	Android	5.0.1	AT&T	SM-N910A	Android	5.0.1	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":19271},{"type":"image","size":2743},{"type":"image","size":3038},{"type":"image","size":4078},{"type":"image","size":2059},{"type":"image","size":153088}]	["218bf447841fa2da25dde7408e518979"]
18.87	75552b6682f38994379b44da9e6667ce	301d3c9570ae9ad3fe469fcbccd71951	f64b61b37743695684384eb5154d2e15	4fac76a950cd96059c68ecf7b34ff027	1459518723	Android	5.0	149d62d213b2dfec327ac2dc3391d0d5	null	33c2fdfdeb99550e209183da835fdc9d	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	615	360	615	360	0	null	a	ExpandableBanner	-77.0842	38.9842	America/New_York	United States	Maryland	Chevy Chase	301	511	511	Mobile Phone	Phone	1	Android	5.0	Verizon	SM-G900V	Android	5.0	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":19271},{"type":"image","size":2743},{"type":"image","size":3038},{"type":"image","size":4078},{"type":"image","size":2059},{"type":"image","size":153088}]	["218bf447841fa2da25dde7408e518979"]
3.719	75552b6682f38994379b44da9e6667ce	301d3c9570ae9ad3fe469fcbccd71951	f64b61b37743695684384eb5154d2e15	4fac76a950cd96059c68ecf7b34ff027	1459518749	BlackBerry	BB10	149d62d213b2dfec327ac2dc3391d0d5	null	66143af4b7a0f88fe2a082356d88a60b	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	462	504	462	504	0	null	c	ExpandableBanner	-82.7257	38.41299	America/New_York	United States	Kentucky	Ashland	606	564	564	Mobile Phone	Phone	1	BlackBerry	BB10	BlackBerry	Q10	RIM	BB10	BlackBerry Browser	10	WebKit	[{"type":"image","size":19271},{"type":"image","size":2743},{"type":"image","size":3038},{"type":"image","size":4078},{"type":"image","size":2059},{"type":"image","size":153088}]	[]
5.281	75552b6682f38994379b44da9e6667ce	301d3c9570ae9ad3fe469fcbccd71951	f64b61b37743695684384eb5154d2e15	4fac76a950cd96059c68ecf7b34ff027	1459519049	Android	6.0	149d62d213b2dfec327ac2dc3391d0d5	null	c22ab19a7a9e2e6bb9c7f561463604da	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	528	360	528	360	0	null	c	ExpandableBanner	-81.5298	28.5704	America/New_York	United States	Florida	Ocoee	407	534	534	Mobile Phone	Phone	1	Android	6.0	LG	LS770	Android	6.0	Chrome Mobile	48.0.2564.106	WebKit	[{"type":"image","size":19271},{"type":"image","size":2743},{"type":"image","size":3038},{"type":"image","size":4078},{"type":"image","size":2059},{"type":"image","size":153088}]	["218bf447841fa2da25dde7408e518979"]
2.006	75552b6682f38994379b44da9e6667ce	301d3c9570ae9ad3fe469fcbccd71951	f64b61b37743695684384eb5154d2e15	4fac76a950cd96059c68ecf7b34ff027	1459519185	Android	6.0.1	149d62d213b2dfec327ac2dc3391d0d5	null	6f79bdab9a2678a1a0a239c5e59ebd82	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	568	360	568	360	0	null	b	ExpandableBanner	-118.6152	34.17489	America/Los_Angeles	United States	California	Woodland Hills	818	803	803	Mobile Phone	Phone	1	Android	6.0.1	Google	D820	Android	6.0.1	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":19271},{"type":"image","size":2743},{"type":"image","size":3038},{"type":"image","size":4078},{"type":"image","size":2059},{"type":"image","size":153088}]	["218bf447841fa2da25dde7408e518979"]
1.533	75552b6682f38994379b44da9e6667ce	301d3c9570ae9ad3fe469fcbccd71951	f64b61b37743695684384eb5154d2e15	4fac76a950cd96059c68ecf7b34ff027	1459519189	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	66143af4b7a0f88fe2a082356d88a60b	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	453	320	453	320	0	null	c	ExpandableBanner	-73.9469	40.7111	America/New_York	United States	New York	Brooklyn	718	501	501	Mobile Phone	Phone	1	IOS	9.2.1	Apple	iPhone	IOS	9.2.1	Safari	null	WebKit	[{"type":"image","size":19271},{"type":"image","size":2743},{"type":"image","size":3038},{"type":"image","size":4078},{"type":"image","size":2059},{"type":"image","size":153088}]	[]
5.653	75552b6682f38994379b44da9e6667ce	83b1d9e0e33a22171b667cf1f4602695	bfaf48409c3de2f0250fe3fd14f67cdb	be7aa67f45b5c3c0bab1da6ee9aae3db	1459516675	Android	5.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	af0f1aa8f0807c7df00992fed2be846f	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	511	360	511	360	0	null	c	Interstitial	-77.0325	38.87489	America/New_York	United States	District of Columbia	Washington	202	511	511	Mobile Phone	Phone	1	Android	5.1.1	Samsung	SM-G925T	Android	5.1.1	Samsung Browser	3.2	WebKit	[{"type":"image","size":33973},{"type":"image","size":60067},{"type":"image","size":67721},{"type":"image","size":71520},{"type":"image","size":779},{"type":"image","size":777},{"type":"image","size":4084},{"type":"image","size":17671}]	["218bf447841fa2da25dde7408e518979"]
5.959	75552b6682f38994379b44da9e6667ce	83b1d9e0e33a22171b667cf1f4602695	bfaf48409c3de2f0250fe3fd14f67cdb	be7aa67f45b5c3c0bab1da6ee9aae3db	1459516761	IOS	9.1	149d62d213b2dfec327ac2dc3391d0d5	null	af0f1aa8f0807c7df00992fed2be846f	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	628	375	628	375	0	null	a	Interstitial	-83.3017	42.1125	America/New_York	United States	Michigan	Flat Rock	734	505	505	Mobile Phone	Phone	1	IOS	9.1	Apple	iPhone	IOS	9.1	Safari	9.0	WebKit	[{"type":"image","size":33973},{"type":"image","size":60067},{"type":"image","size":67721},{"type":"image","size":71520},{"type":"image","size":779},{"type":"image","size":777},{"type":"image","size":4084},{"type":"image","size":17671}]	["218bf447841fa2da25dde7408e518979"]
2.75	71bfa83f8bd22c5e67d8a4f1a2b3155b	c3c912b51003d7b4426217d08f8ff296	055e51d54c8f6952a047be2782ddb157	2dd89b69ac971fcdff09599a6d6aff01	1459517203	IOS	9.3	668c0e66ed7fd7508737fe236f1ea0c5	null	378aad4ee8ab93f348e78e25bbb020e8	null	65643f78fbe0f6b455737c148f05a2d6	Phone	Phone	6650fadcc0264109f8bd976558377652	667	375	667	375	0	null	a	Interstitial	4.6889	52.3025	Europe/Amsterdam	Netherlands	Noord-Holland	Hoofddorp	null	null	null	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[]	["da274acc670e95dbc35a3305a81eb6ca"]
72.79	71bfa83f8bd22c5e67d8a4f1a2b3155b	c3c912b51003d7b4426217d08f8ff296	055e51d54c8f6952a047be2782ddb157	2dd89b69ac971fcdff09599a6d6aff01	1459517471	Android	5.0	668c0e66ed7fd7508737fe236f1ea0c5	null	d7a8eac6009428868020294cc41aff10	null	d0ebfe359706b26bb46bd53df3e5c096	Phone	Phone	6650fadcc0264109f8bd976558377652	615	360	615	360	0	null	a	Interstitial	4.89999	52.3667	Europe/Amsterdam	Netherlands	null	null	null	null	null	Mobile Phone	Phone	1	Android	5.0	Samsung	SM-G900F	Android	5.0	Chrome Mobile	49.0.2623.105	WebKit	[]	[]
2.515	71bfa83f8bd22c5e67d8a4f1a2b3155b	c3c912b51003d7b4426217d08f8ff296	055e51d54c8f6952a047be2782ddb157	2dd89b69ac971fcdff09599a6d6aff01	1459517800	Android	5.0.2	668c0e66ed7fd7508737fe236f1ea0c5	null	a362d400adc96f2232bc87e418176675	null	ffacb50f01d9ce624413eda58a8b6c7d	Phone	Phone	6650fadcc0264109f8bd976558377652	0	0	0	0	0	null	a	Interstitial	6.2333	52.4333	Europe/Amsterdam	Netherlands	Overijssel	Heino	null	null	null	Mobile Phone	Phone	1	Android	5.0.2	Alcatel	6045Y	Android	5.0.2	Chrome Mobile	48.0.2564.106	WebKit	[]	[]
2.16	71bfa83f8bd22c5e67d8a4f1a2b3155b	c3c912b51003d7b4426217d08f8ff296	055e51d54c8f6952a047be2782ddb157	2dd89b69ac971fcdff09599a6d6aff01	1459518171	Android	4.4.2	668c0e66ed7fd7508737fe236f1ea0c5	null	89f35f053071ff62388369260b2ae953	null	ffacb50f01d9ce624413eda58a8b6c7d	Phone	Phone	6650fadcc0264109f8bd976558377652	0	0	0	0	0	null	c	Interstitial	5.6194	51.66079	Europe/Amsterdam	Netherlands	Noord-Brabant	Uden	null	null	null	Mobile Phone	Phone	1	Android	4.4.2	Samsung	GT-I9301I	Android	4.4.2	Chrome Mobile	30.0.0.0	WebKit	[]	[]
1.485	71bfa83f8bd22c5e67d8a4f1a2b3155b	c3c912b51003d7b4426217d08f8ff296	055e51d54c8f6952a047be2782ddb157	2dd89b69ac971fcdff09599a6d6aff01	1459518245	IOS	8.4	668c0e66ed7fd7508737fe236f1ea0c5	null	378aad4ee8ab93f348e78e25bbb020e8	null	65643f78fbe0f6b455737c148f05a2d6	Phone	Phone	6650fadcc0264109f8bd976558377652	568	320	568	320	0	null	b	Interstitial	4.6105	52.46029	Europe/Amsterdam	Netherlands	Noord-Holland	Ijmuiden	null	null	null	Mobile Phone	Phone	1	IOS	8.4	Apple	iPhone	IOS	8.4	Safari	null	WebKit	[]	["da274acc670e95dbc35a3305a81eb6ca"]
6.991	71bfa83f8bd22c5e67d8a4f1a2b3155b	c3c912b51003d7b4426217d08f8ff296	055e51d54c8f6952a047be2782ddb157	2dd89b69ac971fcdff09599a6d6aff01	1459518648	Android	5.0.2	668c0e66ed7fd7508737fe236f1ea0c5	null	8febbe14ccf71ed72d1790798792c5c3	null	ffacb50f01d9ce624413eda58a8b6c7d	Phone	Phone	6650fadcc0264109f8bd976558377652	0	0	0	0	0	null	c	Interstitial	4.90269	52.36659	Europe/Amsterdam	Netherlands	Noord-Holland	Amsterdam	null	null	null	Mobile Phone	Phone	1	Android	5.0.2	Sony	D6503	Android	5.0.2	Chrome Mobile	48.0.2564.106	WebKit	[]	[]
17.496	71bfa83f8bd22c5e67d8a4f1a2b3155b	c3c912b51003d7b4426217d08f8ff296	055e51d54c8f6952a047be2782ddb157	2dd89b69ac971fcdff09599a6d6aff01	1459518945	IOS	8.3	668c0e66ed7fd7508737fe236f1ea0c5	null	7640c18dad42345c650c6293dfe79ad4	null	d0ebfe359706b26bb46bd53df3e5c096	Phone	Phone	6650fadcc0264109f8bd976558377652	1	1	1	1	0	null	b	Interstitial	5.23539	52.3881	Europe/Amsterdam	Netherlands	Flevoland	Almere	null	null	null	Mobile Phone	Phone	1	IOS	8.3	Apple	iPhone	IOS	8.3	Safari	null	WebKit	[]	[]
1.121	71bfa83f8bd22c5e67d8a4f1a2b3155b	c3c912b51003d7b4426217d08f8ff296	055e51d54c8f6952a047be2782ddb157	2dd89b69ac971fcdff09599a6d6aff01	1459518947	Android	5.1.1	668c0e66ed7fd7508737fe236f1ea0c5	null	f33159085a0c99a1ddc073baf5b9a1af	null	d0ebfe359706b26bb46bd53df3e5c096	Phone	Phone	6650fadcc0264109f8bd976558377652	640	360	640	360	0	null	a	Interstitial	4.89999	52.3667	Europe/Amsterdam	Netherlands	null	null	null	null	null	Mobile Phone	Phone	1	Android	5.1.1	OnePlus	A0001	Android	5.1.1	Chrome Mobile	49.0.2623.105	WebKit	[]	[]
43.471	71bfa83f8bd22c5e67d8a4f1a2b3155b	c3c912b51003d7b4426217d08f8ff296	055e51d54c8f6952a047be2782ddb157	2dd89b69ac971fcdff09599a6d6aff01	1459519026	IOS	9.3	668c0e66ed7fd7508737fe236f1ea0c5	null	73508dd065127b9b66d7fd8806bfb66d	null	d0ebfe359706b26bb46bd53df3e5c096	Phone	Phone	6650fadcc0264109f8bd976558377652	568	320	568	320	0	null	b	Interstitial	6.64169	53.15669	Europe/Amsterdam	Netherlands	Groningen	Onnen	null	null	null	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[]	[]
31.579	71bfa83f8bd22c5e67d8a4f1a2b3155b	c3c912b51003d7b4426217d08f8ff296	055e51d54c8f6952a047be2782ddb157	2dd89b69ac971fcdff09599a6d6aff01	1459519081	IOS	9.3	668c0e66ed7fd7508737fe236f1ea0c5	null	73508dd065127b9b66d7fd8806bfb66d	null	d0ebfe359706b26bb46bd53df3e5c096	Phone	Phone	6650fadcc0264109f8bd976558377652	667	375	667	375	0	null	b	Interstitial	4.7375	52.7225	Europe/Amsterdam	Netherlands	Noord-Holland	Warmenhuizen	null	null	null	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[]	[]
99.572	71bfa83f8bd22c5e67d8a4f1a2b3155b	5dac088fc1f0996ca1e350aee5189e0f	58dedf279d5d9047cc8be97d3c6b5012	1d506b4cac99d1352dba4c8865dce9a9	1459518605	IOS	9.3	668c0e66ed7fd7508737fe236f1ea0c5	null	a87b181433f2ed67cf64b37293ad8c9a	null	d0ebfe359706b26bb46bd53df3e5c096	Phone	Phone	6650fadcc0264109f8bd976558377652	50	320	50	320	0	null	b	Banner	5.175	51.4758	Europe/Amsterdam	Netherlands	Noord-Brabant	Diessen	null	null	null	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[{"type":"image","size":13583},{"type":"image","size":12014},{"type":"image","size":24153},{"type":"image","size":14380},{"type":"image","size":10331}]	["0eb9621cf2b9bb13d433e6cc68747889"]
3.167	71bfa83f8bd22c5e67d8a4f1a2b3155b	5dac088fc1f0996ca1e350aee5189e0f	58dedf279d5d9047cc8be97d3c6b5012	1d506b4cac99d1352dba4c8865dce9a9	1459518514	IOS	9.3	668c0e66ed7fd7508737fe236f1ea0c5	null	1adc439d23948965fb25650f0ca2c7f9	null	ce6eb8897c1d84875face5af458f7fa2	Phone	Phone	6650fadcc0264109f8bd976558377652	50	320	50	320	0	null	c	Banner	6.0708	51.92999	Europe/Amsterdam	Netherlands	Gelderland	Zevenaar	null	null	null	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[{"type":"image","size":13583},{"type":"image","size":12014},{"type":"image","size":24153},{"type":"image","size":14380},{"type":"image","size":10331}]	[]
38.054	71bfa83f8bd22c5e67d8a4f1a2b3155b	5dac088fc1f0996ca1e350aee5189e0f	58dedf279d5d9047cc8be97d3c6b5012	1d506b4cac99d1352dba4c8865dce9a9	1459518888	IOS	9.2.1	668c0e66ed7fd7508737fe236f1ea0c5	null	a87b181433f2ed67cf64b37293ad8c9a	null	d0ebfe359706b26bb46bd53df3e5c096	Phone	Phone	6650fadcc0264109f8bd976558377652	50	320	50	320	0	null	c	Banner	4.90269	52.36659	Europe/Amsterdam	Netherlands	Noord-Holland	Amsterdam	null	null	null	Mobile Phone	Phone	1	IOS	9.2.1	Apple	iPhone	IOS	9.2.1	Safari	null	WebKit	[{"type":"image","size":13583},{"type":"image","size":12014},{"type":"image","size":24153},{"type":"image","size":14380},{"type":"image","size":10331}]	["0eb9621cf2b9bb13d433e6cc68747889"]
31.923	71bfa83f8bd22c5e67d8a4f1a2b3155b	5dac088fc1f0996ca1e350aee5189e0f	58dedf279d5d9047cc8be97d3c6b5012	53910bf532aff912f9906e5ef73934b5	1459516812	Android	5.0	668c0e66ed7fd7508737fe236f1ea0c5	null	45d98989e201d77f29fd1ed58f59a4a4	null	d0ebfe359706b26bb46bd53df3e5c096	Phone	Phone	6650fadcc0264109f8bd976558377652	50	320	50	320	0	null	b	Banner	6.6194	52.5758	Europe/Amsterdam	Netherlands	Overijssel	Hardenberg	null	null	null	Mobile Phone	Phone	1	Android	5.0	Samsung	SM-G900F	Android	5.0	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":13583},{"type":"image","size":12014},{"type":"image","size":24153},{"type":"image","size":14380},{"type":"image","size":10331}]	[]
2.467	71bfa83f8bd22c5e67d8a4f1a2b3155b	5dac088fc1f0996ca1e350aee5189e0f	58dedf279d5d9047cc8be97d3c6b5012	53910bf532aff912f9906e5ef73934b5	1459516885	Android	5.0.2	668c0e66ed7fd7508737fe236f1ea0c5	null	e7467fa95feb4f690820506d2c2beb72	null	ce6eb8897c1d84875face5af458f7fa2	Phone	Phone	6650fadcc0264109f8bd976558377652	50	320	50	320	0	null	c	Banner	6.89579	52.2183	Europe/Amsterdam	Netherlands	Overijssel	Enschede	null	null	null	Mobile Phone	Phone	1	Android	5.0.2	Samsung	SM-A500FU	Android	5.0.2	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":13583},{"type":"image","size":12014},{"type":"image","size":24153},{"type":"image","size":14380},{"type":"image","size":10331}]	[]
3.147	71bfa83f8bd22c5e67d8a4f1a2b3155b	5dac088fc1f0996ca1e350aee5189e0f	58dedf279d5d9047cc8be97d3c6b5012	53910bf532aff912f9906e5ef73934b5	1459517212	Android	4.4.2	668c0e66ed7fd7508737fe236f1ea0c5	null	e7467fa95feb4f690820506d2c2beb72	null	ce6eb8897c1d84875face5af458f7fa2	Phone	Phone	6650fadcc0264109f8bd976558377652	50	320	50	320	0	null	c	Banner	6.19439	52.6958	Europe/Amsterdam	Netherlands	Drenthe	Meppel	null	null	null	Mobile Phone	Phone	1	Android	4.4.2	Acer	Z520	Android	4.4.2	Chrome Mobile	30.0.0.0	WebKit	[{"type":"image","size":13583},{"type":"image","size":12014},{"type":"image","size":24153},{"type":"image","size":14380},{"type":"image","size":10331}]	[]
1.332	71bfa83f8bd22c5e67d8a4f1a2b3155b	5dac088fc1f0996ca1e350aee5189e0f	58dedf279d5d9047cc8be97d3c6b5012	53910bf532aff912f9906e5ef73934b5	1459517406	Android	5.0	668c0e66ed7fd7508737fe236f1ea0c5	null	2c7bc67fb6276cb4f6696cb794a03a2e	null	d0ebfe359706b26bb46bd53df3e5c096	Phone	Phone	6650fadcc0264109f8bd976558377652	13	320	13	320	0	null	c	Banner	4.89999	52.3667	Europe/Amsterdam	Netherlands	null	null	null	null	null	Mobile Phone	Phone	1	Android	5.0	Samsung	SM-G900F	Android	5.0	Chrome Mobile	48.0.2564.106	WebKit	[{"type":"image","size":13583},{"type":"image","size":12014},{"type":"image","size":24153},{"type":"image","size":14380},{"type":"image","size":10331}]	[]
2.252	71bfa83f8bd22c5e67d8a4f1a2b3155b	5dac088fc1f0996ca1e350aee5189e0f	58dedf279d5d9047cc8be97d3c6b5012	53910bf532aff912f9906e5ef73934b5	1459517613	Android	4.4.2	668c0e66ed7fd7508737fe236f1ea0c5	null	597092d8f51ba23a4f86286ff3a790ce	null	001c4c9c002546124be2f8d29e870971	Phone	Phone	6650fadcc0264109f8bd976558377652	50	320	50	320	0	null	b	Banner	4.49969	51.9633	Europe/Amsterdam	Netherlands	Zuid-Holland	Rotterdam	null	null	null	Mobile Phone	Phone	1	Android	4.4.2	Samsung	GT-I9301I	Android	4.4.2	Chrome Mobile	30.0.0.0	WebKit	[{"type":"image","size":13583},{"type":"image","size":12014},{"type":"image","size":24153},{"type":"image","size":14380},{"type":"image","size":10331}]	[]
2.16	71bfa83f8bd22c5e67d8a4f1a2b3155b	5dac088fc1f0996ca1e350aee5189e0f	58dedf279d5d9047cc8be97d3c6b5012	53910bf532aff912f9906e5ef73934b5	1459517916	Android	4.4.4	668c0e66ed7fd7508737fe236f1ea0c5	null	2c7bc67fb6276cb4f6696cb794a03a2e	null	d0ebfe359706b26bb46bd53df3e5c096	Phone	Phone	6650fadcc0264109f8bd976558377652	49	320	49	320	0	null	a	Banner	4.90269	52.36659	Europe/Amsterdam	Netherlands	Noord-Holland	Amsterdam	null	null	null	Mobile Phone	Phone	1	Android	4.4.4	Vodafone	Smart 4	Android	4.4.4	Chrome Mobile	33.0.0.0	WebKit	[{"type":"image","size":13583},{"type":"image","size":12014},{"type":"image","size":24153},{"type":"image","size":14380},{"type":"image","size":10331}]	[]
4.928	71bfa83f8bd22c5e67d8a4f1a2b3155b	5dac088fc1f0996ca1e350aee5189e0f	58dedf279d5d9047cc8be97d3c6b5012	53910bf532aff912f9906e5ef73934b5	1459517919	Android	4.2.2	668c0e66ed7fd7508737fe236f1ea0c5	null	ea21e490873bc3729538fa49d9a08fa3	null	ce6eb8897c1d84875face5af458f7fa2	Phone	Phone	6650fadcc0264109f8bd976558377652	49	320	49	320	0	null	b	Banner	5.66529	53.14729	Europe/Amsterdam	Netherlands	Friesland	Winsum	null	null	null	Mobile Phone	Phone	1	Android	4.2.2	Samsung	GT-I8200N	Android	4.2.2	Android Browser	4.0	WebKit	[{"type":"image","size":13583},{"type":"image","size":12014},{"type":"image","size":24153},{"type":"image","size":14380},{"type":"image","size":10331}]	[]
5.075	71bfa83f8bd22c5e67d8a4f1a2b3155b	5dac088fc1f0996ca1e350aee5189e0f	58dedf279d5d9047cc8be97d3c6b5012	53910bf532aff912f9906e5ef73934b5	1459518053	Android	4.4.2	668c0e66ed7fd7508737fe236f1ea0c5	null	2c7bc67fb6276cb4f6696cb794a03a2e	null	d0ebfe359706b26bb46bd53df3e5c096	Phone	Phone	6650fadcc0264109f8bd976558377652	50	320	50	320	0	null	a	Banner	4.89999	52.3667	Europe/Amsterdam	Netherlands	null	null	null	null	null	Mobile Phone	Phone	1	Android	4.4.2	Samsung	GT-I9301I	Android	4.4.2	Chrome Mobile	30.0.0.0	WebKit	[{"type":"image","size":13583},{"type":"image","size":12014},{"type":"image","size":24153},{"type":"image","size":14380},{"type":"image","size":10331}]	[]
